
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.10)	---	Pyro	Science	---	Device	Name:
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (?C)	Press. Comp.	Press. (hPa)	Salinity (?)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)
Ch 1	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-535-210	3	ON External	20.000	OFF	1013	35.000	15%	400x	10	ON fiber length	4.00
Ch 2	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-537-213	3	ON External	20.000	OFF	1013	35.000	15%	400x	10	ON fiber length	4.00
Ch 3	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-538-212	3	ON External	20.000	OFF	1013	35.000	15%	400x	10	ON fiber length	4.00
Ch 4	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-536-211	3	ON External	20.000	OFF	1013	35.000	15%	400x	10	ON fiber length	4.00
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (?C)	Temp. upper Cal. (?C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (?)	dphi100 (?)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (?)	mt (1/K)
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	14.913	14.755	1009	100.000	20.950	53.434	22.696	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303
Ch 2	0% Calibration	Air with 100% Humidity or Air Saturated Water	14.988	14.947	1009	100.000	20.950	53.532	22.670	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303
Ch 3	0% Calibration	Air with 100% Humidity or Air Saturated Water	15.037	15.007	1009	100.000	20.950	53.422	22.566	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303
Ch 4	0% Calibration	Air with 100% Humidity or Air Saturated Water	15.083	15.048	1010	100.000	20.950	53.489	22.690	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303
Data	Smoothing:	3
Date:	7/4/2019
			 	Oxygen	Oxygen	Oxygen	Oxygen	Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (?)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)
7/4/2019	09:45:49	0.00		8.0103	8.0361	8.0532	8.0937	12.084	12.084	12.084	12.084	1013.56	62.199	12.084	---	---	23.832	23.791	23.665	23.749	133.307	120.578	150.497	117.986	6.022	5.224	4.920	5.273
7/4/2019	09:45:50	1.10		8.0152	8.0415	8.0432	8.0914	12.083	12.083	12.083	12.083	1013.60	62.199	12.083	---	---	23.826	23.783	23.680	23.753	133.333	120.638	150.513	118.004	6.026	5.235	4.908	5.242
7/4/2019	09:45:51	2.17		8.0174	8.0484	8.0357	8.0925	12.081	12.081	12.081	12.081	1013.61	62.199	12.081	---	---	23.823	23.774	23.692	23.752	133.355	120.698	150.525	117.999	6.021	5.278	4.909	5.251
7/4/2019	09:45:52	3.27		8.0180	8.0441	8.0272	8.0896	12.082	12.082	12.082	12.082	1013.65	62.199	12.082	---	---	23.822	23.780	23.705	23.756	133.374	120.795	150.580	117.989	6.001	5.300	4.914	5.230
7/4/2019	09:45:53	4.35		8.0161	8.0426	8.0256	8.0901	12.083	12.083	12.083	12.083	1013.63	62.206	12.083	---	---	23.824	23.782	23.706	23.754	133.373	120.865	150.660	118.025	5.999	5.313	4.897	5.236
7/4/2019	09:45:54	5.43		8.0229	8.0446	8.0241	8.0931	12.080	12.080	12.080	12.080	1013.58	62.206	12.080	---	---	23.815	23.780	23.709	23.751	133.365	120.963	150.748	118.031	6.001	5.288	4.897	5.274
7/4/2019	09:45:55	6.51		8.0242	8.0416	8.0250	8.0951	12.078	12.078	12.078	12.078	1013.54	62.214	12.078	---	---	23.814	23.785	23.709	23.749	133.381	121.006	150.809	118.067	6.006	5.287	4.901	5.275
7/4/2019	09:45:56	7.60		8.0229	8.0419	8.0237	8.0947	12.075	12.075	12.075	12.075	1013.54	62.206	12.075	---	---	23.817	23.786	23.712	23.751	133.410	121.025	150.837	118.072	5.979	5.272	4.908	5.286
7/4/2019	09:45:57	8.74		8.0186	8.0409	8.0160	8.0842	12.075	12.075	12.075	12.075	1013.55	62.199	12.075	---	---	23.823	23.787	23.723	23.766	133.418	121.005	150.865	118.001	5.995	5.274	4.916	5.279
7/4/2019	09:45:58	9.84		8.0139	8.0409	8.0093	8.0852	12.074	12.074	12.074	12.074	1013.57	62.191	12.074	---	---	23.831	23.788	23.734	23.765	133.430	121.007	150.918	117.929	5.994	5.267	4.909	5.258
7/4/2019	09:45:59	10.91		8.0168	8.0375	8.0030	8.0857	12.071	12.071	12.071	12.071	1013.60	62.191	12.071	---	---	23.828	23.794	23.744	23.766	133.452	121.020	150.972	117.875	6.033	5.271	4.910	5.268
7/4/2019	09:46:01	12.01		8.0186	8.0386	7.9985	8.0914	12.067	12.067	12.067	12.067	1013.62	62.191	12.067	---	---	23.826	23.794	23.752	23.758	133.487	121.031	151.043	117.926	6.011	5.284	4.922	5.237
7/4/2019	09:46:02	13.10		8.0247	8.0361	7.9940	8.0862	12.062	12.062	12.062	12.062	1013.62	62.191	12.062	---	---	23.819	23.799	23.761	23.768	133.478	121.047	151.096	117.936	6.000	5.286	4.926	5.235
